yearweek,tavg,tmin,tmax,prcp,snow,wspd,rain_days_count,region
201402,5.8428571428571425,-3.8,16.1,23.9,0.0,11.642857142857142,3,Philadelphia
201403,-4.171428571428572,-15.5,10.6,18.1,83.0,20.0,2,Philadelphia
201404,-5.0,-12.1,7.8,6.4,80.0,14.5,3,Philadelphia
201405,0.9857142857142858,-5.5,11.7,65.8,29.0,11.728571428571428,3,Philadelphia
201406,-2.7142857142857144,-11.0,6.7,42.2,70.0,16.428571428571427,4,Philadelphia
201407,1.2571428571428573,-7.1,17.2,19.7,95.0,12.700000000000001,4,Philadelphia
201408,0.44285714285714295,-12.1,15.0,2.3,0.0,16.642857142857142,1,Philadelphia
201409,-1.8857142857142857,-11.0,5.6,9.6,21.0,12.757142857142856,2,Philadelphia
201410,6.071428571428571,-6.0,20.6,7.3999999999999995,0.0,19.0,2,Philadelphia
201411,5.2,-4.9,17.2,22.8,21.0,18.37142857142857,2,Philadelphia
201412,4.085714285714286,-4.9,20.0,0.8,0.0,18.242857142857144,2,Philadelphia
201413,9.514285714285716,2.8,18.9,68.7,0.0,16.357142857142858,5,Philadelphia
201414,11.714285714285714,1.7,26.1,14.0,0.0,16.5,2,Philadelphia
201415,13.228571428571428,-0.5,27.8,19.3,0.0,18.914285714285715,1,Philadelphia
201416,12.62857142857143,3.9,24.4,12.4,0.0,16.97142857142857,1,Philadelphia
201417,13.685714285714285,6.7,26.1,123.5,0.0,17.857142857142858,4,Philadelphia
201418,15.842857142857143,9.4,25.0,3.0999999999999996,0.0,12.799999999999999,2,Philadelphia
201419,20.414285714285715,12.2,30.0,42.4,0.0,15.114285714285714,2,Philadelphia
201420,17.87142857142857,9.4,26.1,3.0,0.0,11.985714285714286,2,Philadelphia
201421,19.400000000000002,12.2,31.1,24.4,0.0,12.757142857142856,2,Philadelphia
201422,21.428571428571427,12.2,31.7,11.700000000000001,0.0,13.214285714285714,2,Philadelphia
201423,22.285714285714285,16.7,30.0,95.49999999999999,0.0,10.928571428571429,5,Philadelphia
201424,24.75714285714286,14.4,34.4,13.5,0.0,13.671428571428573,1,Philadelphia
201425,24.314285714285713,17.2,32.2,18.1,0.0,11.728571428571428,2,Philadelphia
201426,25.785714285714285,18.3,35.6,8.6,0.0,13.9,3,Philadelphia
201427,26.157142857142855,17.8,35.0,4.3,0.0,17.12857142857143,1,Philadelphia
201428,25.614285714285717,18.3,32.8,51.900000000000006,0.0,12.842857142857143,3,Philadelphia
201429,24.599999999999998,17.2,33.9,1.3,0.0,12.457142857142857,1,Philadelphia
201430,23.728571428571428,16.7,32.8,48.0,0.0,13.057142857142859,4,Philadelphia
201431,23.7,17.2,32.2,14.899999999999999,0.0,11.257142857142856,2,Philadelphia
201432,23.485714285714288,15.6,31.1,33.8,0.0,13.014285714285714,2,Philadelphia
201433,23.599999999999998,16.1,30.6,2.0,0.0,10.028571428571428,1,Philadelphia
201434,23.442857142857143,16.1,32.2,6.4,0.0,11.257142857142856,1,Philadelphia
201435,25.47142857142857,15.6,33.9,33.1,0.0,11.357142857142858,3,Philadelphia
201436,23.25714285714286,17.2,33.9,0.3,0.0,14.142857142857142,1,Philadelphia
201437,18.114285714285714,11.7,23.9,14.2,0.0,11.12857142857143,2,Philadelphia
201438,18.585714285714285,10.0,26.1,23.6,0.0,14.299999999999999,2,Philadelphia
201439,20.24285714285714,15.0,30.0,1.5,0.0,9.714285714285714,1,Philadelphia
201440,16.485714285714288,6.1,23.9,14.0,0.0,15.37142857142857,2,Philadelphia
201441,17.32857142857143,7.8,26.1,35.6,0.0,12.642857142857142,4,Philadelphia
201442,13.928571428571429,3.9,22.2,12.5,0.0,18.428571428571427,2,Philadelphia
201443,14.042857142857143,4.4,24.4,0.8,0.0,13.271428571428572,1,Philadelphia
201444,10.914285714285715,2.2,21.7,36.9,0.0,20.25714285714286,3,Philadelphia
201445,9.028571428571428,1.1,21.1,4.1,0.0,10.928571428571429,1,Philadelphia
201446,2.3714285714285714,-6.6,10.6,29.0,0.0,18.04285714285714,2,Philadelphia
201447,7.314285714285714,-4.9,22.2,33.5,0.0,17.17142857142857,2,Philadelphia
201448,5.871428571428572,-3.2,18.3,11.0,0.0,13.842857142857143,4,Philadelphia
201449,3.7857142857142856,-2.7,10.0,43.7,0.0,23.2,3,Philadelphia
201450,5.185714285714286,0.0,11.7,3.0,0.0,15.585714285714285,1,Philadelphia
201451,6.057142857142857,-2.7,18.3,24.900000000000002,0.0,13.328571428571427,4,Philadelphia
201452,7.0,0.0,13.9,0.5,0.0,9.5,1,Philadelphia
201500,1.2,-3.8,6.7,0.0,0.0,16.925,0,Philadelphia
201501,-1.1285714285714286,-12.7,14.4,31.0,5.0,19.542857142857144,4,Philadelphia
201502,-1.542857142857143,-9.3,6.1,15.0,0.0,15.657142857142857,1,Philadelphia
201503,0.8142857142857143,-7.7,7.8,53.1,3.0,11.214285714285714,4,Philadelphia
201504,0.02857142857142863,-6.6,7.8,15.8,6.0,21.24285714285714,2,Philadelphia
201505,-1.8,-9.9,8.3,25.1,0.0,18.5,2,Philadelphia
201506,-0.3428571428571429,-12.1,10.6,0.8,0.0,18.114285714285714,1,Philadelphia
201507,-8.371428571428572,-16.6,0.0,7.6,24.0,20.514285714285712,3,Philadelphia
201508,-2.985714285714286,-13.8,8.3,26.4,16.0,13.642857142857142,2,Philadelphia
201509,-1.7857142857142858,-11.6,6.1,60.9,20.0,12.857142857142858,4,Philadelphia
201510,5.7,-11.6,16.1,20.0,23.0,13.728571428571428,2,Philadelphia
201511,5.571428571428571,-2.1,20.0,41.900000000000006,0.0,17.057142857142857,2,Philadelphia
201512,5.042857142857143,-2.7,19.4,15.0,10.0,13.299999999999999,3,Philadelphia
201513,7.442857142857143,-3.2,19.4,5.3,0.0,18.842857142857145,3,Philadelphia
201514,10.542857142857143,3.9,23.9,9.2,0.0,19.357142857142858,4,Philadelphia
201515,14.87142857142857,3.3,23.9,6.8,0.0,13.685714285714285,2,Philadelphia
201516,14.414285714285713,3.9,27.2,71.9,0.0,20.0,2,Philadelphia
201517,13.771428571428572,2.8,25.0,0.0,0.0,15.957142857142857,0,Philadelphia
201518,19.728571428571428,8.3,29.4,0.0,0.0,10.085714285714285,0,Philadelphia
201519,20.75714285714286,10.0,31.1,0.8,0.0,14.971428571428572,1,Philadelphia
201520,19.885714285714283,10.6,30.6,14.4,0.0,13.799999999999999,5,Philadelphia
201521,22.842857142857145,10.6,31.7,15.2,0.0,15.528571428571428,1,Philadelphia
201522,19.442857142857143,11.7,33.3,61.0,0.0,15.614285714285714,4,Philadelphia
201523,24.314285714285713,14.4,35.0,24.2,0.0,15.628571428571428,3,Philadelphia
201524,25.87142857142857,18.3,32.8,25.700000000000003,0.0,12.614285714285714,3,Philadelphia
201525,26.042857142857144,20.0,35.0,37.1,0.0,13.857142857142858,4,Philadelphia
201526,23.014285714285712,17.2,30.0,80.2,0.0,14.742857142857144,5,Philadelphia
201527,25.728571428571428,19.4,32.8,19.8,0.0,12.142857142857142,2,Philadelphia
201528,25.114285714285717,17.8,32.2,32.2,0.0,10.057142857142859,2,Philadelphia
201529,27.32857142857143,19.4,35.0,0.8,0.0,12.971428571428572,1,Philadelphia
201530,27.3,20.0,33.9,24.9,0.0,12.185714285714285,2,Philadelphia
201531,27.214285714285715,20.0,33.9,2.3,0.0,14.4,2,Philadelphia
201532,24.514285714285712,18.3,31.1,19.3,0.0,11.842857142857142,2,Philadelphia
201533,27.314285714285713,20.6,34.4,3.3,0.0,13.585714285714285,1,Philadelphia
201534,24.714285714285715,17.2,31.7,0.0,0.0,11.928571428571429,0,Philadelphia
201535,27.357142857142858,17.8,35.6,0.0,0.0,12.5,0,Philadelphia
201536,25.442857142857143,17.2,34.4,121.2,0.0,12.242857142857144,2,Philadelphia
201537,22.02857142857143,13.3,30.6,0.5,0.0,10.957142857142857,1,Philadelphia
201538,21.0,13.9,29.4,0.0,0.0,14.700000000000001,0,Philadelphia
201539,19.357142857142858,10.0,29.4,95.7,0.0,19.800000000000004,4,Philadelphia
201540,16.342857142857145,9.4,26.7,7.7,0.0,15.685714285714285,2,Philadelphia
201541,16.214285714285715,8.3,24.4,0.0,0.0,12.971428571428572,0,Philadelphia
201542,12.528571428571428,1.7,25.0,0.0,0.0,14.928571428571429,0,Philadelphia
201543,14.242857142857144,5.6,22.2,29.7,0.0,15.528571428571427,2,Philadelphia
201544,15.299999999999999,4.4,26.7,3.0,0.0,8.942857142857143,2,Philadelphia
201545,13.671428571428573,3.9,20.6,20.4,0.0,14.671428571428573,4,Philadelphia
201546,11.814285714285715,2.8,21.1,20.8,0.0,15.685714285714285,1,Philadelphia
201547,7.542857142857143,0.6,18.9,0.0,0.0,11.799999999999999,0,Philadelphia
201548,9.771428571428572,2.2,16.7,25.700000000000003,0.0,13.714285714285714,5,Philadelphia
201549,7.957142857142857,0.0,16.7,0.0,0.0,7.385714285714286,0,Philadelphia
201550,13.171428571428573,3.9,21.7,28.0,0.0,12.742857142857144,3,Philadelphia
201551,11.5,-1.0,21.7,52.8,0.0,15.471428571428572,4,Philadelphia
201552,10.75,4.4,18.3,23.6,0.0,17.125,3,Philadelphia
201600,7.966666666666666,1.1,11.1,4.3,0.0,13.1,1,Philadelphia
201601,0.8285714285714286,-11.0,10.0,0.0,0.0,12.200000000000001,0,Philadelphia
201602,3.8428571428571425,-6.0,18.3,20.1,0.0,18.357142857142858,2,Philadelphia
201603,-0.8142857142857144,-8.8,12.2,11.2,0.0,19.599999999999998,3,Philadelphia
201604,0.7571428571428571,-7.1,10.0,35.6,195.0,15.328571428571427,1,Philadelphia
201605,7.0,-3.2,16.7,24.7,31.0,13.014285714285714,4,Philadelphia
201606,0.3000000000000001,-8.8,7.8,2.9,0.0,16.34285714285714,4,Philadelphia
201607,-1.385714285714286,-13.2,15.6,24.4,0.0,18.428571428571427,2,Philadelphia
201608,7.814285714285714,0.0,18.3,58.699999999999996,0.0,21.357142857142858,4,Philadelphia
201609,6.114285714285714,-2.7,17.8,8.899999999999999,0.0,19.400000000000002,4,Philadelphia
201610,11.585714285714285,-1.6,27.8,0.0,0.0,12.357142857142858,0,Philadelphia
201611,11.200000000000001,5.0,21.7,28.8,0.0,13.357142857142858,5,Philadelphia
201612,10.042857142857143,0.6,22.8,2.1,0.0,18.214285714285715,2,Philadelphia
201613,12.785714285714286,2.8,26.7,13.0,0.0,20.82857142857143,3,Philadelphia
201614,8.914285714285715,-1.6,18.3,15.5,0.0,23.042857142857144,3,Philadelphia
201615,9.5,-0.5,20.6,17.8,0.0,15.271428571428572,2,Philadelphia
201616,16.357142857142858,5.0,27.8,0.0,0.0,13.485714285714286,0,Philadelphia
201617,14.4,7.2,30.0,9.899999999999999,0.0,14.4,3,Philadelphia
201618,11.957142857142857,8.3,18.3,60.7,0.0,13.585714285714285,5,Philadelphia
201619,15.571428571428571,10.0,24.4,8.899999999999999,0.0,11.571428571428571,4,Philadelphia
201620,15.028571428571428,5.6,24.4,5.5,0.0,14.3,2,Philadelphia
201621,20.057142857142857,11.1,32.2,55.4,0.0,12.014285714285714,4,Philadelphia
201622,23.814285714285713,16.7,32.2,41.4,0.0,10.700000000000001,3,Philadelphia
201623,21.814285714285713,11.7,30.0,14.5,0.0,17.5,2,Philadelphia
201624,22.642857142857142,15.0,33.3,10.0,0.0,15.828571428571427,2,Philadelphia
201625,25.042857142857144,15.0,32.8,4.1,0.0,13.4,1,Philadelphia
201626,24.314285714285713,17.8,31.1,16.0,0.0,11.728571428571428,2,Philadelphia
201627,26.17142857142857,19.4,35.0,9.4,0.0,13.671428571428573,2,Philadelphia
201628,25.75714285714286,18.3,35.6,4.1,0.0,13.299999999999999,3,Philadelphia
201629,27.228571428571428,20.6,35.6,17.2,0.0,13.842857142857143,2,Philadelphia
201630,28.5,22.8,36.1,61.0,0.0,12.457142857142857,3,Philadelphia
201631,25.02857142857143,18.9,32.2,6.9,0.0,11.271428571428572,1,Philadelphia
201632,28.0,20.0,36.1,7.9,0.0,14.385714285714286,1,Philadelphia
201633,29.357142857142858,22.8,36.7,20.1,0.0,13.642857142857142,3,Philadelphia
201634,25.571428571428573,16.7,33.9,15.2,0.0,13.37142857142857,1,Philadelphia
201635,26.285714285714285,17.8,33.9,11.9,0.0,11.257142857142856,1,Philadelphia
201636,25.542857142857144,17.2,35.0,0.0,0.0,15.571428571428571,0,Philadelphia
201637,24.414285714285715,15.0,35.0,0.0,0.0,13.671428571428573,0,Philadelphia
201638,23.314285714285713,15.0,31.7,32.8,0.0,9.357142857142858,1,Philadelphia
201639,18.32857142857143,11.7,24.4,44.7,0.0,16.342857142857145,4,Philadelphia
201640,17.5,12.2,25.6,0.5,0.0,10.971428571428572,1,Philadelphia
201641,14.799999999999999,7.2,22.2,29.200000000000003,0.0,12.557142857142859,2,Philadelphia
201642,19.514285714285712,6.7,30.0,0.0,0.0,11.114285714285714,0,Philadelphia
201643,11.671428571428573,3.3,18.9,17.0,0.0,19.114285714285717,2,Philadelphia
201644,14.028571428571428,3.9,26.1,5.8999999999999995,0.0,13.828571428571427,2,Philadelphia
201645,11.185714285714285,3.9,20.6,9.7,0.0,15.428571428571429,1,Philadelphia
201646,10.085714285714285,1.7,21.1,0.0,0.0,11.114285714285714,0,Philadelphia
201647,7.1571428571428575,0.0,22.2,0.8,0.0,18.900000000000002,1,Philadelphia
201648,9.671428571428573,0.0,17.2,45.199999999999996,0.0,16.014285714285716,3,Philadelphia
201649,5.628571428571428,-1.6,11.1,23.1,0.0,16.985714285714288,3,Philadelphia
201650,0.6428571428571427,-8.8,10.0,11.0,0.0,15.228571428571428,2,Philadelphia
201651,1.9714285714285715,-6.6,15.6,18.8,0.0,13.428571428571429,2,Philadelphia
201652,6.266666666666667,-1.0,17.8,15.5,0.0,14.033333333333333,3,Philadelphia
201700,3.4,0.0,5.6,0.0,0.0,26.3,0,Philadelphia
201701,2.4,-1.0,7.8,0.0,0.0,20.9,0,Philadelphia
201101,1.3428571428571427,-5.0,9.4,4.6,26.0,14.714285714285714,2,New York
201102,-2.7714285714285714,-9.4,2.2,15.299999999999999,45.0,22.599999999999998,2,New York
201103,-0.25714285714285723,-7.2,7.2,44.2,54.0,19.071428571428573,3,New York
201104,-3.842857142857143,-14.4,2.8,26.0,89.0,15.557142857142859,4,New York
201105,-1.2,-6.7,3.9,19.6,147.0,17.214285714285715,3,New York
201106,-0.15714285714285703,-8.9,7.2,11.6,49.0,20.52857142857143,3,New York
201107,4.3,-5.0,19.4,2.5,0.0,21.085714285714285,1,New York
201108,0.9571428571428572,-8.3,12.2,38.3,12.0,25.97142857142857,3,New York
201109,3.342857142857143,-6.7,15.6,9.4,0.0,21.971428571428568,1,New York
201110,6.242857142857143,-1.7,12.8,65.1,0.0,26.17142857142857,4,New York
201111,8.371428571428572,-0.6,26.1,17.8,0.0,19.228571428571428,1,New York
201112,5.071428571428571,-1.7,16.1,28.2,4.0,20.228571428571428,3,New York
201113,3.5714285714285716,-2.8,10.6,8.899999999999999,0.0,22.642857142857142,2,New York
201114,8.314285714285715,2.8,15.6,4.3,0.0,21.657142857142855,3,New York
201115,10.37142857142857,2.8,20.6,30.2,0.0,17.285714285714285,2,New York
201116,10.285714285714286,3.9,17.2,33.4,0.0,21.47142857142857,3,New York
201117,14.771428571428572,6.7,23.3,37.1,0.0,20.571428571428573,3,New York
201118,13.299999999999999,8.3,19.4,14.7,0.0,18.87142857142857,1,New York
201119,15.585714285714285,9.4,23.3,0.0,0.0,15.385714285714286,0,New York
201120,16.2,11.7,22.8,51.3,0.0,16.357142857142858,5,New York
201121,18.214285714285715,12.2,27.8,3.3,0.0,14.042857142857143,2,New York
201122,22.25714285714286,14.4,30.6,10.9,0.0,18.614285714285717,1,New York
201123,22.37142857142857,13.3,33.9,11.2,0.0,13.571428571428571,1,New York
201124,19.842857142857145,13.3,28.9,40.400000000000006,0.0,14.614285714285714,5,New York
201125,22.02857142857143,17.8,28.9,0.6,0.0,12.4,2,New York
201126,23.985714285714288,17.2,30.6,1.0,0.0,14.299999999999999,1,New York
201127,25.142857142857142,19.4,33.3,22.799999999999997,0.0,12.6,3,New York
201128,26.17142857142857,18.9,36.7,1.5,0.0,18.771428571428572,1,New York
201129,26.985714285714288,20.6,39.4,0.0,0.0,16.0,0,New York
201130,26.614285714285717,20.6,38.9,44.4,0.0,13.257142857142856,4,New York
201131,26.12857142857143,20.0,33.9,15.5,0.0,14.714285714285714,2,New York
201132,25.557142857142857,18.3,33.3,15.5,0.0,16.65714285714286,2,New York
201133,23.2,18.9,28.9,220.0,0.0,13.157142857142857,4,New York
201134,23.2,16.7,28.3,59.199999999999996,0.0,16.014285714285712,2,New York
201135,22.014285714285712,16.1,27.8,127.69999999999999,0.0,16.571428571428573,2,New York
201136,21.642857142857142,16.7,30.0,61.0,0.0,18.97142857142857,3,New York
201137,20.8,10.0,27.8,0.3,0.0,14.614285714285714,1,New York
201138,18.157142857142855,11.1,26.1,28.3,0.0,11.771428571428572,3,New York
201139,21.52857142857143,15.0,28.3,17.5,0.0,12.7,3,New York
201140,14.742857142857144,8.3,23.3,6.1,0.0,15.642857142857142,2,New York
201141,19.042857142857144,12.2,30.6,9.7,0.0,15.200000000000001,3,New York
201142,16.257142857142856,10.6,20.6,32.1,0.0,24.74285714285714,2,New York
201143,11.685714285714285,2.8,17.8,17.5,0.0,14.200000000000001,1,New York
201144,7.671428571428572,0.0,15.0,46.5,2.0,16.157142857142855,2,New York
201145,10.114285714285714,0.6,20.6,0.0,0.0,12.642857142857142,0,New York
201146,10.914285714285715,2.2,18.3,16.8,0.0,17.9,3,New York
201147,9.842857142857143,2.8,17.2,61.5,0.0,18.457142857142856,3,New York
201148,10.442857142857141,1.1,18.3,4.1,0.0,18.885714285714283,1,New York
201149,8.542857142857143,0.6,13.9,34.7,0.0,15.085714285714285,3,New York
201150,5.571428571428571,-2.2,14.4,0.0,0.0,16.142857142857142,0,New York
201151,5.8999999999999995,-6.1,15.6,26.8,0.0,17.7,4,New York
201152,3.8333333333333335,-3.9,13.9,17.8,0.0,22.433333333333334,1,New York
201200,6.1,2.2,10.0,0.0,0.0,6.8,0,New York
201201,3.0142857142857147,-10.6,13.3,1.8,0.0,21.285714285714285,1,New York
201202,5.285714285714286,-1.7,16.1,25.9,0.0,20.67142857142857,2,New York
201203,-0.4142857142857143,-10.0,11.7,5.8,0.0,23.457142857142856,1,New York
201204,3.857142857142857,-7.8,14.4,22.1,7.0,18.728571428571428,4,New York
201205,5.828571428571428,-1.1,17.8,0.8,0.0,21.599999999999998,1,New York
201206,3.7285714285714286,-1.7,10.6,1.0,0.0,16.257142857142856,1,New York
201207,3.4285714285714284,-6.1,11.7,8.1,0.0,18.3,5,New York
201208,5.671428571428572,-3.3,16.1,9.700000000000001,0.0,18.914285714285715,2,New York
201209,4.785714285714286,-1.1,10.6,19.0,0.0,23.542857142857144,3,New York
201210,6.457142857142857,-3.3,15.0,5.4,0.0,24.54285714285714,2,New York
201211,8.785714285714286,-1.7,22.2,2.5,0.0,16.47142857142857,2,New York
201212,12.785714285714286,4.4,25.0,0.0,0.0,9.942857142857141,0,New York
201213,9.6,-0.6,17.8,5.3,0.0,22.985714285714288,4,New York
201214,9.799999999999999,2.8,21.1,19.0,0.0,20.214285714285715,3,New York
201215,11.914285714285715,4.4,20.0,0.0,0.0,22.942857142857143,0,New York
201216,15.585714285714287,7.2,27.2,0.0,0.0,14.771428571428572,0,New York
201217,11.157142857142857,4.4,18.9,65.3,0.0,23.542857142857144,4,New York
201218,12.157142857142857,4.4,21.1,48.3,0.0,15.328571428571427,4,New York
201219,14.542857142857143,10.0,21.7,45.300000000000004,0.0,16.7,4,New York
201220,17.4,10.0,23.9,15.0,0.0,15.185714285714287,2,New York
201221,18.185714285714287,11.1,25.6,62.800000000000004,0.0,12.228571428571428,4,New York
201222,22.17142857142857,16.7,29.4,20.1,0.0,14.785714285714286,4,New York
201223,18.342857142857145,10.6,25.6,27.200000000000003,0.0,16.3,3,New York
